ageEstimate,companyFollowerCount,companyName,companyStaffCount,connectionsCount,followersCount,genderEstimate,hasPicture,isPremium,posTitle,avgMemberPosDuration
29.0,198859.0,Commonwealth Bank,32905.0,391.0,391.0,0.0,0,0.0,Manager Process Analytics,740.6667
29.0,198859.0,Commonwealth Bank,32905.0,391.0,391.0,0.0,0,0.0,"Manager, Home Loan Process Insights",740.6667
29.0,198859.0,Commonwealth Bank,32905.0,391.0,391.0,0.0,0,0.0,"Manager, Operations Analytics",740.6667
29.0,198859.0,Commonwealth Bank,32905.0,391.0,391.0,0.0,0,0.0,Business Analyst,740.6667
31.0,3859.0,HCF Australia,726.0,500.0,1009.0,0.0,1,0.0,Head Of Property,1165.4286
31.0,5208.0,Helloworld Travel Limited,530.0,500.0,1009.0,0.0,1,0.0,Senior Manager Store Renewal and Leasing,1165.4286
31.0,5208.0,Helloworld Travel Limited,530.0,500.0,1009.0,0.0,1,0.0,Program Director,1165.4286
31.0,198859.0,Commonwealth Bank,32905.0,500.0,1009.0,0.0,1,0.0,Executive Manager Commercial Design and Construction,1165.4286
31.0,25257.0,Bankwest,3616.0,500.0,1009.0,0.0,1,0.0,National Manager Capital works and Facilities,1165.4286
31.0,20451.0,Tyco Fire Products,1348.0,500.0,1009.0,0.0,1,0.0,Operations Manager,1165.4286
37.0,406.0,World Tourism Forum Lucerne,11.0,500.0,4502.0,1.0,1,0.0,Global Advisory Board member,1506.5
37.0,1185.0,China Australia Millennial Project,29.0,500.0,4502.0,1.0,1,0.0,Future of Tourism ThinkTank Innovator,1506.5
37.0,25369.0,Spotless Group,3690.0,500.0,4502.0,1.0,1,0.0,Business Development | Project Manager - PPP and Major Projects,1506.5
34.0,2771.0,Cooper Grace Ward,145.0,115.0,114.0,,1,0.0,SharePoint Designer/Developer,758.0
34.0,88.0,SBC IT,14.0,115.0,114.0,,1,0.0,Software Engineer,758.0
34.0,676.0,Seven Affiliate Sales,78.0,176.0,178.0,1.0,1,0.0,Agency Sales Executive,821.6667
38.0,3131.0,ThomsonAdsett,136.0,343.0,345.0,1.0,1,0.0,Project Architect,943.75
38.0,348.0,IDL,389.0,343.0,345.0,1.0,1,0.0,Project Architect,943.75
38.0,3131.0,ThomsonAdsett,136.0,343.0,345.0,1.0,1,0.0,Project Architect,943.75
38.0,698.0,Actionable.co,37.0,500.0,1229.0,0.0,1,1.0,Strategic Business Coach,1039.5
38.0,1234.0,Development Beyond Learning (DBL),35.0,500.0,1229.0,0.0,1,1.0,Global Head of Design and Delivery,1039.5
38.0,205708.0,lululemon,8513.0,500.0,1229.0,0.0,1,1.0,Store Operations,1039.5
38.0,3007.0,Douglas Elliman Property Management,418.0,500.0,1229.0,0.0,1,1.0,Licensed Real Estate Agent,1039.5
38.0,13.0,ST. HILDAS AND ST. HUGHS SCHOOL,19.0,500.0,1229.0,0.0,1,1.0,Teacher,1039.5
38.0,525.0,Rye Country Day School,192.0,500.0,1229.0,0.0,1,1.0,Director of Squash,1039.5
38.0,525.0,Rye Country Day School,192.0,500.0,1229.0,0.0,1,1.0,Teacher,1039.5
34.0,30177.0,SEEK,1509.0,500.0,727.0,0.0,1,0.0,Digital Marketing Manager,517.0
34.0,2244666.0,EY,257899.0,500.0,727.0,0.0,1,0.0,Senior Consultant,517.0
34.0,330256.0,GE Capital,16835.0,500.0,727.0,0.0,1,0.0,Digital Marketing Manager,517.0
34.0,330256.0,GE Capital,16835.0,500.0,727.0,0.0,1,0.0,Digital Marketing Coordinator,517.0
34.0,398.0,WikiJob,10.0,500.0,727.0,0.0,1,0.0,Senior Sales and Marketing Associate,517.0
34.0,398.0,WikiJob,10.0,500.0,727.0,0.0,1,0.0,Business Development Manager,517.0
34.0,910615.0,HCL Technologies,140424.0,500.0,727.0,0.0,1,0.0,Marketing Assistant,517.0
40.0,1.0,Honore Advisory,1.0,500.0,1680.0,1.0,1,0.0,Director,1886.8
40.0,31.0,BoardsGlobal,2.0,500.0,1680.0,1.0,1,0.0,Founder/Chair,1886.8
40.0,312349.0,Manpower,17482.0,500.0,1680.0,1.0,1,0.0,Company Secretary/MD safesearch/SLT Manpowergroup,1886.8
40.0,5061.0,safesearch,19.0,500.0,1680.0,1.0,1,0.0,Managing Director,1886.8
40.0,1660685.0,PwC,235683.0,500.0,1680.0,1.0,1,0.0,Director,1886.8
40.0,98763.0,Deloitte Australia,6533.0,500.0,1680.0,1.0,1,0.0,Non Executive Director Programme Advisor ,1886.8
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,Database Performance Tuning Consultant,384.6429
38.0,543.0,Aussiepay,14.0,207.0,206.0,0.0,0,0.0,Senior Full Stack ASP.NET Developer / SQL Developer / Database Administrator,384.6429
38.0,953.0,Wiliam,57.0,207.0,206.0,0.0,0,0.0,Senior Full Stack ASP.NET Developer,384.6429
38.0,147.0,MassMedia,40.0,207.0,206.0,0.0,0,0.0,Mid Full Stack ASP.NET Developer,384.6429
38.0,229.0,IT Easy,13.0,207.0,206.0,0.0,0,0.0,Mid Full Stack ASP.NET Developer,384.6429
38.0,2364.0,Teleimage,22.0,207.0,206.0,0.0,0,0.0,Junior Full Stack Developer,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,Power BI API Migration,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,.Net Developer Consultant,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,Movere Infrastructure Consultant,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,Power BI Report and SQL Developer,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,BI Consultant,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,Consultant,384.6429
38.0,8356.0,Readify,279.0,207.0,206.0,0.0,0,0.0,.Net Core Developer,384.6429
26.0,7426.0,"Department of Economic Development, Jobs, Transport and Resources",1383.0,500.0,648.0,0.0,0,0.0,Policy Officer (Economist),316.6
26.0,21283.0,Australian Army,4492.0,500.0,648.0,0.0,0,0.0,Soldier,316.6
26.0,263880.0,University of Melbourne,13415.0,500.0,648.0,0.0,0,0.0,Senior Tutor,316.6
26.0,996515.0,Goldman Sachs,52476.0,500.0,648.0,0.0,0,0.0,Summer Analyst,316.6
26.0,1660685.0,PwC,235683.0,500.0,648.0,0.0,0,0.0,Vacationer (Intern),316.6
39.0,71010.0,Downer,10412.0,500.0,656.0,0.0,0,0.0,Project Manager,627.625
39.0,75453.0,UGL,4626.0,500.0,656.0,0.0,0,0.0,Site Manager,627.625
39.0,75453.0,UGL,4626.0,500.0,656.0,0.0,0,0.0,Project Engineer,627.625
39.0,75453.0,UGL,4626.0,500.0,656.0,0.0,0,0.0,Project Engineer,627.625
39.0,114022.0,John Holland,3812.0,500.0,656.0,0.0,0,0.0,Project Engineer,627.625
39.0,114022.0,John Holland,3812.0,500.0,656.0,0.0,0,0.0,Project Engineer,627.625
39.0,114022.0,John Holland,3812.0,500.0,656.0,0.0,0,0.0,Site Engineer,627.625
56.0,133.0,LNG Marine Fuel Institute,7.0,500.0,5164.0,1.0,1,0.0,Director,1089.1111
56.0,803920.0,"Baker Hughes, a GE company",47971.0,500.0,5164.0,1.0,1,0.0,CEO ANZ&PNG,1089.1111
56.0,38.0,EICG,20.0,500.0,5164.0,1.0,1,0.0,Co-Chair Energy Industry Collaboration Group,1089.1111
56.0,96772.0,Woodside Energy,3806.0,500.0,5164.0,1.0,1,0.0,SVP Australia Oil,1089.1111
56.0,96772.0,Woodside Energy,3806.0,500.0,5164.0,1.0,1,0.0,Project Manager Pluto Expansion,1089.1111
56.0,96772.0,Woodside Energy,3806.0,500.0,5164.0,1.0,1,0.0,Engineering Services Manager,1089.1111
56.0,96772.0,Woodside Energy,3806.0,500.0,5164.0,1.0,1,0.0,Oil Assets Engineering Manager,1089.1111
56.0,96772.0,Woodside Energy,3806.0,500.0,5164.0,1.0,1,0.0,Gas Assets Engineering Support,1089.1111
56.0,317325.0,GE Oil & Gas,13593.0,500.0,5164.0,1.0,1,0.0,CEO ANZ & PNG  and COO APAC,1089.1111
56.0,183.0,Hale School,169.0,500.0,5164.0,1.0,1,0.0,Member of Board of Governors,1089.1111
28.0,178.0,United Voice NSW,31.0,500.0,627.0,1.0,1,0.0,Campaigner ,348.2222
28.0,82.0,Labor Environment Action Network,4.0,500.0,627.0,1.0,1,0.0,National Secretary,348.2222
28.0,7.0,Evatt Foundation,2.0,500.0,627.0,1.0,1,0.0,Board Member,348.2222
28.0,2715.0,Parliament of NSW,369.0,500.0,627.0,1.0,1,0.0,Environment Adviser/Research Assistant to Penny Sharpe,348.2222
28.0,178.0,United Voice NSW,31.0,500.0,627.0,1.0,1,0.0,Power Savers Coordinator,348.2222
28.0,2715.0,Parliament of NSW,369.0,500.0,627.0,1.0,1,0.0,Policy Adviser (Volunteer),348.2222
28.0,8782.0,Department of Communications and the Arts,373.0,500.0,627.0,1.0,1,0.0,Project Officer,348.2222
28.0,1923.0,Australian Labor Party,138.0,500.0,627.0,1.0,1,0.0,National Organiser (Training),348.2222
38.0,227.0,Fairfax Marketing Services,11.0,500.0,1329.0,0.0,1,0.0,Product & Operations Director,382.0
38.0,49974.0,Fairfax Media,5555.0,500.0,1329.0,0.0,1,0.0,Product Director - Automotive,382.0
38.0,71403.0,Optus,10913.0,500.0,1329.0,0.0,1,0.0,Product Manager,382.0
38.0,7119.0,MIA,5048.0,500.0,1329.0,0.0,1,0.0,Head of Product QuickSites,382.0
38.0,7119.0,MIA,5048.0,500.0,1329.0,0.0,1,0.0,Head of Sales Mobile Advertising,382.0
38.0,49974.0,Fairfax Media,5555.0,500.0,1329.0,0.0,1,0.0,Group Digital Product & Operations Manager - Australian Community Media,382.0
26.0,9014.0,Destination NSW,199.0,72.0,77.0,1.0,1,1.0,Receptionist,365.125
26.0,2737.0,ACARAeduau,62.0,72.0,77.0,1.0,1,1.0,Receptionist,365.125
26.0,37530.0,Transport for NSW,4218.0,72.0,77.0,1.0,1,1.0,Administrative Assistant,365.125
26.0,160.0,"St Vincent's College, Potts Point",50.0,72.0,77.0,1.0,1,1.0,Executive Assistant,365.125
26.0,445.0,NSW Nurses and Midwives' Association,84.0,72.0,77.0,1.0,1,1.0,Receptionist + Administration Assistant,365.125
26.0,10578.0,Department of Premier and Cabinet (NSW),556.0,72.0,77.0,1.0,1,1.0,Office Manager,365.125
26.0,10578.0,Department of Premier and Cabinet (NSW),556.0,72.0,77.0,1.0,1,1.0,Receptionist,365.125
51.0,151686.0,National Australia Bank,27944.0,500.0,2434.0,0.0,1,0.0,Sr. / Lead Business Analyst,644.1667
51.0,16666.0,EnergyAustralia,1718.0,500.0,2434.0,0.0,1,0.0,Sr. Business Analyst,644.1667
51.0,192638.0,Telstra,36243.0,500.0,2434.0,0.0,1,0.0,Sr.Business Analyst / Project Manager,644.1667
51.0,13344.0,Sensis,2050.0,500.0,2434.0,0.0,1,0.0,Sr.Business Analyst / Project Manager - Online Development,644.1667
51.0,5960.0,SICE,1113.0,500.0,2434.0,0.0,1,0.0,Lead Business Analyst,644.1667
51.0,958.0,Winsoft Technologies,158.0,500.0,2434.0,0.0,1,0.0,Sr. Business Analyst,644.1667
36.0,251495.0,Levi Strauss & Co.,9869.0,500.0,1195.0,0.0,1,0.0,eCommerce Lead - Australia / New Zealand,730.5
36.0,111.0,Bells Brewing Co - Bells Beach Australia,0.0,500.0,1195.0,0.0,1,0.0,Founder,730.5
36.0,3078.0,Wesfarmers Resources,99.0,500.0,1195.0,0.0,1,0.0,Online Retail - WWG,730.5
36.0,273.0,MeeMeep.com,11.0,500.0,1195.0,0.0,1,0.0,Digital Marketing Lead,730.5
36.0,98206.0,Quiksilver,2906.0,500.0,1195.0,0.0,1,0.0,eCommerce Marketing Manager,730.5
36.0,210.0,Limelight Digital,2.0,500.0,1195.0,0.0,1,0.0,Senior Search Marketing Manager,730.5
36.0,10026.0,Tradedoubler,800.0,500.0,1195.0,0.0,1,0.0,Technical Account Manager,730.5
39.0,419.0,Royal Commission into Institutional Responses to Child Sexual Abuse,78.0,500.0,575.0,1.0,1,0.0,"Team Leader, Research",764.1111
39.0,419.0,Royal Commission into Institutional Responses to Child Sexual Abuse,78.0,500.0,575.0,1.0,1,0.0,Senior Project Officer,764.1111
39.0,419.0,Royal Commission into Institutional Responses to Child Sexual Abuse,78.0,500.0,575.0,1.0,1,0.0,Quantitative Research Officer,764.1111
39.0,169514.0,University at Buffalo,9296.0,500.0,575.0,1.0,1,0.0,Postdoctoral Fellow,764.1111
39.0,198450.0,University of Pittsburgh,14836.0,500.0,575.0,1.0,1,0.0,Postdoctoral fellow,764.1111
39.0,249253.0,UNSW,10284.0,500.0,575.0,1.0,1,0.0,PhD Candidate,764.1111
39.0,249253.0,UNSW,10284.0,500.0,575.0,1.0,1,0.0,Research Assistant,764.1111
39.0,249253.0,UNSW,10284.0,500.0,575.0,1.0,1,0.0,Reseach Project Coordinator,764.1111
41.0,123952.0,Damco,7484.0,500.0,813.0,0.0,1,0.0,"CFO, Damco Australia",841.6667
41.0,116351.0,APM Terminals,6111.0,500.0,813.0,0.0,1,0.0,"CFO, Inland Services, Africa & Middle East Region",841.6667
41.0,116351.0,APM Terminals,6111.0,500.0,813.0,0.0,1,0.0,"General Manager, Reporting and Control",841.6667
41.0,116351.0,APM Terminals,6111.0,500.0,813.0,0.0,1,0.0,Head of Reporting and Performance Management,841.6667
41.0,304988.0,Maersk Line,14436.0,500.0,813.0,0.0,1,0.0,"Asst Gen. Manager, Finance and Reporting",841.6667
41.0,304988.0,Maersk Line,14436.0,500.0,813.0,0.0,1,0.0,"Manager, Finance",841.6667
41.0,123952.0,Damco,7484.0,500.0,813.0,0.0,1,0.0,"Asst. Manager, Finance",841.6667
43.0,114022.0,John Holland,3812.0,500.0,748.0,0.0,1,0.0,Senior Project Manager,1078.7143
43.0,114022.0,John Holland,3812.0,500.0,748.0,0.0,1,0.0,Project Manager,1078.7143
43.0,17645.0,Macmahon,1105.0,500.0,748.0,0.0,1,0.0,Project Manager,1078.7143
43.0,11164.0,RailCorp,1542.0,500.0,748.0,0.0,1,0.0,Senior Project Manager,1078.7143
43.0,55897.0,Morgan Sindall,2868.0,500.0,748.0,0.0,1,0.0,Project Manager,1078.7143
43.0,11164.0,RailCorp,1542.0,500.0,748.0,0.0,1,0.0,Design Delivery Manager,1078.7143
43.0,11164.0,RailCorp,1542.0,500.0,748.0,0.0,1,0.0,Project Manager,1078.7143
43.0,11164.0,RailCorp,1542.0,500.0,748.0,0.0,1,0.0,Project Engineer,1078.7143
46.0,57532.0,Suncorp Group,12636.0,500.0,670.0,1.0,1,0.0,Principal HR Business Partner,821.7778
46.0,57532.0,Suncorp Group,12636.0,500.0,670.0,1.0,1,0.0,Remuneration Consultant,821.7778
46.0,1556003.0,Citi,206783.0,500.0,670.0,1.0,1,0.0,"Head of Global Mobility & International Tax â EMEA (Europe, Middle East & Africa)",821.7778
46.0,1556003.0,Citi,206783.0,500.0,670.0,1.0,1,0.0,Executive Compensation Specialist - EMEA,821.7778
46.0,739603.0,Morgan Stanley,77961.0,500.0,670.0,1.0,1,0.0,Head of Compensation and Benefits - ANZ,821.7778
46.0,3346588.0,Accenture,377002.0,500.0,670.0,1.0,1,0.0,Remuneration Consultant,821.7778
46.0,3346588.0,Accenture,377002.0,500.0,670.0,1.0,1,0.0,Finance Analyst,821.7778
46.0,38121.0,PricewaterhouseCoopers,9009.0,500.0,670.0,1.0,1,0.0,Partner Pensions,821.7778
47.0,7435.0,NEXTDC,190.0,500.0,552.0,0.0,0,0.0,Head of IT Operations and Cyber Security,426.2778
47.0,7435.0,NEXTDC,190.0,500.0,552.0,0.0,0,0.0,Information Security Architect,426.2778
47.0,29698.0,Aurizon,3458.0,500.0,552.0,0.0,0,0.0,IT Security Analyst,426.2778
47.0,30686.0,Brisbane City Council,3909.0,500.0,552.0,0.0,0,0.0,ERP Security Architect,426.2778
47.0,30686.0,Brisbane City Council,3909.0,500.0,552.0,0.0,0,0.0,Security Solutions Architect,426.2778
47.0,12635.0,City of Gold Coast,1760.0,500.0,552.0,0.0,0,0.0,Systems Security Consultant,426.2778
47.0,4223.0,WorkCover Queensland,587.0,500.0,552.0,0.0,0,0.0,Security Specialist,426.2778
47.0,12635.0,City of Gold Coast,1760.0,500.0,552.0,0.0,0,0.0,Systems Security Consultant,426.2778
47.0,212547.0,Unisys,24953.0,500.0,552.0,0.0,0,0.0,Network Design Engineer (Windows Security),426.2778
47.0,1646.0,Sentrian Pty Ltd,34.0,500.0,552.0,0.0,0,0.0,Network Engineer,426.2778
47.0,675771.0,Diageo,26686.0,500.0,552.0,0.0,0,0.0,Windows NT Server Support Specialist,426.2778
47.0,520003.0,Credit Suisse,53433.0,500.0,552.0,0.0,0,0.0,Team Leader - Desktop Management,426.2778
47.0,3773.0,Hammersmith & Fulham Council,957.0,500.0,552.0,0.0,0,0.0,Technical Support Analyst,426.2778
47.0,5.0,Midas Kapiti Intl,1.0,500.0,552.0,0.0,0,0.0,Technical Support Analyst,426.2778
47.0,4.0,boo.com,4.0,500.0,552.0,0.0,0,0.0,Technical Support Analyst,426.2778
47.0,6947.0,Queensland Treasury,584.0,500.0,552.0,0.0,0,0.0,Information Technology Services Officer,426.2778
47.0,533477.0,CSC,60800.0,500.0,552.0,0.0,0,0.0,Software Engineer,426.2778
47.0,7435.0,NEXTDC,190.0,500.0,552.0,0.0,0,0.0,Information and Cyber Security Specialist,426.2778
42.0,39306.0,Broadridge,8391.0,500.0,1327.0,0.0,1,1.0,General Manager - Australia/Pacific,855.4444
42.0,39306.0,Broadridge,8391.0,500.0,1327.0,0.0,1,1.0,Regional Delivery Manager,855.4444
42.0,187553.0,Macquarie Group,14994.0,500.0,1327.0,0.0,1,1.0,Head of Listed Derivatives IT,855.4444
42.0,187553.0,Macquarie Group,14994.0,500.0,1327.0,0.0,1,1.0,Associate Director,855.4444
42.0,187553.0,Macquarie Group,14994.0,500.0,1327.0,0.0,1,1.0,Delivery Manager,855.4444
42.0,242.0,edge IPK,16.0,500.0,1327.0,0.0,1,1.0,Software Engineer,855.4444
42.0,1493.0,Yes Television,128.0,500.0,1327.0,0.0,1,1.0,Software Engineer,855.4444
32.0,196.0,Taste Creative Agency,9.0,500.0,909.0,1.0,1,1.0,"Co-Founder, Co-Owner, Creative Director",368.625
32.0,73.0,Bus Stop Films,10.0,500.0,909.0,1.0,1,1.0,Co-Founder and CEO (voluntary role),368.625
32.0,,Composers Centre,,500.0,909.0,1.0,1,1.0,Student Member for Council,368.625
32.0,66150.0,Australian Broadcasting Corporation (ABC),4173.0,500.0,909.0,1.0,1,1.0,Production Assistant,368.625
35.0,144774.0,Laureate International Universities,66921.0,147.0,147.0,0.0,1,0.0,Senior Lecturer - Naturopathy & Western Herbal Medicine,1528.0
35.0,8746.0,Think Education,232.0,147.0,147.0,0.0,1,0.0,Program Manager (Acting),1528.0
35.0,8746.0,Think Education,232.0,147.0,147.0,0.0,1,0.0,Senior Lecturer - Health,1528.0
35.0,5683.0,Endeavour College of Natural Health,471.0,147.0,147.0,0.0,1,0.0,Lecturer,1528.0
31.0,49.0,Tellus Holdings Ltd,16.0,500.0,791.0,0.0,1,0.0,Techical Business Development Manager,606.4167
31.0,10390.0,Cleanaway Waste Management,1512.0,500.0,791.0,0.0,1,0.0,Regional Manager - NT,606.4167
31.0,3117.0,Toxfree,467.0,500.0,791.0,0.0,1,0.0,Regional Manager - Waste Services - Northwest Region,606.4167
31.0,462.0,PLWA Group,23.0,500.0,791.0,0.0,1,0.0,Environmental Services Manager,606.4167
31.0,458.0,City Farmers,54.0,500.0,791.0,0.0,1,0.0,Franchisee,606.4167
31.0,13515.0,SUEZ Australia & New Zealand,515.0,500.0,791.0,0.0,1,0.0,Business Development Manager,606.4167
31.0,20837.0,Veolia Australia and New Zealand,1996.0,500.0,791.0,0.0,1,0.0,Metropolitan Waste Services Manager,606.4167
31.0,20837.0,Veolia Australia and New Zealand,1996.0,500.0,791.0,0.0,1,0.0,Business Development Manager,606.4167
31.0,20837.0,Veolia Australia and New Zealand,1996.0,500.0,791.0,0.0,1,0.0,Branch Manager - Liquid Division,606.4167
31.0,20837.0,Veolia Australia and New Zealand,1996.0,500.0,791.0,0.0,1,0.0,Operations Manager - Liquid Division,606.4167
31.0,20837.0,Veolia Australia and New Zealand,1996.0,500.0,791.0,0.0,1,0.0,Major Accounts Manager,606.4167
31.0,526.0,Roband ,34.0,500.0,791.0,0.0,1,0.0,General Manager,606.4167
32.0,812.0,John Morris Group,55.0,500.0,887.0,1.0,0,0.0,Head of Environmental Division,913.1667
32.0,812.0,John Morris Group,55.0,500.0,887.0,1.0,0,0.0,Environmental Division Manager,913.1667
32.0,467541.0,Avon,69996.0,500.0,887.0,1.0,0,0.0,Avon Representitive,913.1667
32.0,181694.0,University of Technology Sydney,6477.0,500.0,887.0,1.0,0,0.0,Demonstrator,913.1667
32.0,53078.0,Sigma-Aldrich,4414.0,500.0,887.0,1.0,0,0.0,Technical Sales Specialist,913.1667
32.0,89.0,Kolling Institute of Medical Research,47.0,500.0,887.0,1.0,0,0.0,Summer Scholarship,913.1667
32.0,107.0,Thomson Environmental Systems,19.0,500.0,887.0,1.0,0,0.0,Senior Category Sales Manager,913.1667
32.0,812.0,John Morris Group,55.0,500.0,887.0,1.0,0,0.0,Application Support Specialist,913.1667
39.0,2105.0,Athletics Australia,112.0,500.0,1188.0,0.0,1,0.0,Live Stream Broadcast Commentator & Digital Media Support,943.6
39.0,13.0,RUN BETTER Australia,1.0,500.0,1188.0,0.0,1,0.0,Head of Performance Enhancement,943.6
39.0,7758.0,parkrun,104.0,500.0,1188.0,0.0,1,0.0,Communications Manager,943.6
39.0,216.0,Athletics NSW,31.0,500.0,1188.0,0.0,1,0.0,"Communications, Media & Event Support Services",943.6
39.0,43.0,The Naked Runners,1.0,500.0,1188.0,0.0,1,0.0,"Director, Physiotherapist",943.6
39.0,7758.0,parkrun,104.0,500.0,1188.0,0.0,1,0.0,Event Director (Newy parkrun),943.6
39.0,762.0,Ethos Health Pty Ltd,14.0,500.0,1188.0,0.0,1,0.0,Consultant Physiotherapist,943.6
39.0,143.0,Premier Physical Healthcare,45.0,500.0,1188.0,0.0,1,0.0,Senior Physiotherapist,943.6
39.0,51262.0,Australia Post,11978.0,500.0,646.0,1.0,1,0.0,Head of Finance - International,706.8889
39.0,885857.0,GE Power,35503.0,500.0,646.0,1.0,1,0.0,Finance Director GE Boilers France,706.8889
39.0,394905.0,Alstom,29018.0,500.0,646.0,1.0,1,0.0,Head of Business Controlling - Power & Automation Controls (PAC),706.8889
39.0,339396.0,Alstom Power,10894.0,500.0,646.0,1.0,1,0.0,Power Sector Chief Accountant,706.8889
39.0,21493.0,SIRVA Worldwide Relocation & Moving,2173.0,500.0,646.0,1.0,1,0.0,"Senior Accountant, Corporate Accounting & Financial Reporting",706.8889
39.0,192638.0,Telstra,36243.0,500.0,646.0,1.0,1,0.0,"Finance Manager, Planning & Reporting, Telstra Technology Innovation & Products (TTIP)",706.8889
39.0,192638.0,Telstra,36243.0,500.0,646.0,1.0,1,0.0,"Financial Analyst, Board Reporting, Corporate Accounting",706.8889
39.0,192638.0,Telstra,36243.0,500.0,646.0,1.0,1,0.0,"Financial Analyst, Reporting, Telstra Business & Government (TB&G)",706.8889
39.0,192638.0,Telstra,36243.0,500.0,646.0,1.0,1,0.0,"Financial Analyst, Mobile Business Sales",706.8889
39.0,192638.0,Telstra,36243.0,500.0,646.0,1.0,1,0.0,"Team Leader in Training / Sales Consultant, Inbound Customer Care",706.8889
40.0,59007.0,Woods Bagot,1123.0,500.0,1396.0,0.0,1,0.0,Project Leader / Architect,1043.4286
40.0,5111.0,Elenberg Fraser,127.0,500.0,1396.0,0.0,1,0.0,Project Architect,1043.4286
40.0,1619.0,ClarkeHopkinsClarke Architects,109.0,500.0,1396.0,0.0,1,0.0,Project Architect,1043.4286
40.0,86.0,O1a International,6.0,500.0,1396.0,0.0,1,0.0,Graduate Architect,1043.4286
40.0,90.0,ARC Studio Architecture + Urbanism,14.0,500.0,1396.0,0.0,1,0.0,Architectural Assistant,1043.4286
52.0,4064.0,Carol A. Barber - Rodan + Fields Independent Consultant,716.0,500.0,870.0,,0,0.0,Rodan + Fields Skin Care Business Partner.,2191.0
30.0,19.0,SSS Events Exhibition Booth Hire Specialists,1.0,500.0,2852.0,1.0,1,0.0,Co - Owner & Partnership Builder,1389.3333
30.0,2969.0,CCIQ,80.0,500.0,2852.0,1.0,1,0.0,Regional Policy Council Gold Coast - Chair,1389.3333
30.0,504.0,Study Gold Coast,41.0,500.0,2852.0,1.0,1,0.0,Advisory Board Member - Business Advisory Board,1389.3333
28.0,219.0,Cadence Australia Pty Ltd,35.0,456.0,455.0,1.0,0,0.0,Project Manager,487.2857
28.0,1699.0,Johnstaff Projects,139.0,456.0,455.0,1.0,0,0.0,Project Manager,487.2857
28.0,5460.0,Hindmarsh,191.0,456.0,455.0,1.0,0,0.0,Site Engineer,487.2857
28.0,117254.0,CPB Contractors,6157.0,456.0,455.0,1.0,0,0.0,Site Engineer,487.2857
28.0,117254.0,CPB Contractors,6157.0,456.0,455.0,1.0,0,0.0,Site Engineer,487.2857
28.0,117254.0,CPB Contractors,6157.0,456.0,455.0,1.0,0,0.0,Junior Estimator,487.2857
40.0,278014.0,RMIT University,9808.0,500.0,1814.0,0.0,1,0.0,Sessional Law Lecturer,617.4286
40.0,68963.0,Norton Rose Fulbright,8279.0,500.0,1814.0,0.0,1,0.0,Partner,617.4286
40.0,26136.0,Clayton Utz,1665.0,500.0,1814.0,0.0,1,0.0,Special Counsel,617.4286
40.0,26136.0,Clayton Utz,1665.0,500.0,1814.0,0.0,1,0.0,Senior Associate,617.4286
40.0,2665.0,Blake Dawson,248.0,500.0,1814.0,0.0,1,0.0,Lawyer,617.4286
40.0,32622.0,Ashurst,3234.0,500.0,1814.0,0.0,1,0.0,Associate,617.4286
40.0,8150.0,Gilbert + Tobin,716.0,500.0,1814.0,0.0,1,0.0,Partner,617.4286
42.0,13750.0,Royal Australian Navy,3928.0,500.0,1261.0,0.0,0,1.0,Operational Partner - Directorate of Navy Continuous Improvement,1564.8571
42.0,1233.0,i-nexus,71.0,500.0,1261.0,0.0,0,1.0,Partner,1564.8571
42.0,181.0,SME Gateway Pty Ltd,13.0,500.0,1261.0,0.0,0,1.0,Partner,1564.8571
42.0,21283.0,Australian Army,4492.0,500.0,1261.0,0.0,0,1.0,Operational Partner - Directorate of Army Improvement (DAI),1564.8571
42.0,831.0,Institute of Management Consultants,41.0,500.0,1261.0,0.0,0,1.0,Federal Secretary,1564.8571
42.0,831.0,Institute of Management Consultants,41.0,500.0,1261.0,0.0,0,1.0,WA Chapter President,1564.8571
42.0,1256.0,Asgard Wealth Solutions,108.0,500.0,1261.0,0.0,0,1.0,External Management Consultant,1564.8571
42.0,8.0,Optimise International,2.0,500.0,1261.0,0.0,0,1.0,Consultant,1564.8571
42.0,34653.0,BT Financial Group,3887.0,500.0,1261.0,0.0,0,1.0,Process Improvement Consultant,1564.8571
42.0,11721.0,Royal Australian Air Force,2834.0,500.0,1261.0,0.0,0,1.0,Management Services Consultant,1564.8571
42.0,9.0,3Pillars.Digital,6.0,500.0,1261.0,0.0,0,1.0,Principal,1564.8571
41.0,146275.0,Colliers International,15259.0,500.0,1841.0,0.0,1,0.0,National Director Rural and Agribusiness Valuations,1927.0
41.0,205.0,McGees Property Adelaide,46.0,500.0,1841.0,0.0,1,0.0,Valuer,1927.0
42.0,44.0,McNaughtans Pty. Ltd.,25.0,147.0,148.0,0.0,1,0.0,General Manager,3105.0
